Color:,Style:,Pattern Type:,Type:,Fabric:,Material:,Composition:,Care Instructions:,rating,price
Red ,Casual ,All Over Print ,Smock ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.86,₪79.00
Red ,Elegant ,Plain ,A Line ,Slight Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.73,₪69.00
Black ,Party ,Plain ,A Line ,Medium Stretch ,Mesh Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.94,₪79.00
Dark Green ,Party ,Plain ,Cami ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.91,₪49.00
Dark Green ,Party ,Plain ,Bodycon ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.90,₪129.00
Pink ,Elegant ,Plain ,A Line ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,4.92,₪79.00
Burgundy ,Elegant ,Plain ,Tunic ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.95,₪39.00
Multicolor ,Elegant ,Plaid ,Shirt ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.90,₪99.00
Dark Green ,Casual ,Plain ,Tee ,High Stretch ,Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.78,₪49.00
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪79.00
Black and White ,Elegant ,Graphic ,A Line ,Slight Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.78,₪69.00
Teal Blue ,Party ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.90,₪129.00
Baby Blue ,Boho ,Floral ,A Line ,High Stretch ,Mesh Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.95,₪79.00
Black ,Casual ,Graphic ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Navy Blue ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0,₪109.00
Black ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.90,₪109.00
White ,Elegant ,Plain ,Shirt ,Non-Stretch ,Lace ,"91% Polyester, 9% Polyamide ",Machine wash or professional dry clean ,0,₪129.00
Champagne ,Sexy ,Plain ,Cami ,Slight Stretch ,Satin ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.84,₪55.00
Multicolor ,Casual ,Plaid ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,₪69.00
Navy Blue ,Elegant ,Plain ,Shirt ,Non-Stretch ,Lace ,100% Polyester ,"Hand wash,do not dry clean ",4.89,₪119.00
Black ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,4.89,₪59.00
Multicolor ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.90,₪59.00
Multicolor ,Boho ,Ditsy Floral ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,₪59.00
Dark Green ,Party ,Plain ,Fitted ,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Spandex ","Machine wash, do not dry clean ",4.94,₪79.00
Khaki ,Casual ,Plaid ,Pinafore ,Non-Stretch ,Fabric ,"50% Cotton, 50% Polyester ",Machine wash or professional dry clean ,4.81,₪59.00
White ,Elegant ,Plain ,Fitted ,Slight Stretch ,Satin ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,4.89,₪139.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"94% Viscose, 6% Elastane ",Machine wash or professional dry clean ,4.94,₪39.00
Multicolor ,Casual ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.90,₪69.00
Beige ,Casual ,Plain ,Tunic ,Non-Stretch ,Knitted Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.93,₪39.00
Hot Pink ,Cute ,Plain ,Smock ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪59.00
Khaki ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"67.5% Polyester, 28.5% Rayon, 4% Silk ","Machine wash, do not dry clean ",4.90,₪29.00
Black ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.77,₪59.00
Black ,Party ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.93,₪249.00
White ,Party ,Plain ,Fitted ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.89,₪159.00
Rust Brown ,Elegant ,Plain ,A Line ,High Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",5.00,₪129.00
Black ,Casual ,Plain ,Shirt ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.83,₪89.00
Multicolor ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Viscose ,"Machine wash, do not dry clean ",4.88,₪79.00
Blue ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,₪79.00
Navy Blue ,Boho ,Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.86,₪55.00
White ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.85,₪159.00
White ,Casual ,Striped ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.94,₪89.00
Chocolate Brown ,Party ,Plain ,Tank ,Slight Stretch ,PU Leather ,100% Polyester ,"Hand wash,do not dry clean ",4.91,₪79.00
Brown ,Elegant ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪89.00
Lilac Purple ,Sexy ,Plain ,Cami ,Slight Stretch ,Fabric ,"62% Polyester, 34% Cotton, 4% Elastane ",Machine wash or professional dry clean ,4.89,₪29.00
Apricot ,Casual ,Plain ,Tank ,Medium Stretch ,Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Royal Blue ,Party ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.97,₪69.00
Burgundy ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.94,₪79.00
Black and White ,Elegant ,Houndstooth ,A Line ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.94,₪39.00
Dark Green ,Party ,Plain ,Fitted ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.98,₪39.00
Multicolor ,Casual ,Patchwork ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.80,₪79.00
Black ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",0,₪219.00
Black ,Party ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,₪149.00
Teal Blue ,Elegant ,Plain ,Fitted ,Non-Stretch ,Satin ,100% Polyester ,"Machine wash, do not dry clean ",5.00,₪39.00
Multicolor ,Boho ,Geometric ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪59.00
Blue ,Cute ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.00,₪59.00
Khaki ,Elegant ,Plaid ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.85,₪79.00
Black and White ,Casual ,"Striped, Letter ",Tee ,Slight Stretch ,Knitted Fabric ,"88% Polyester, 10% Viscose, 2% Elastane ",Machine wash or professional dry clean ,5.00,₪39.00
Red ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.90,₪59.00
Light Grey ,Casual ,Plain ,Tee ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,₪49.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.85,₪29.00
Red ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.91,₪39.00
Black ,Elegant ,Plain ,Bodycon ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪99.00
Navy Blue ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,₪49.00
Army Green ,Casual ,Plain ,Fitted ,High Stretch ,Fabric ,"60% Polyester, 35% Viscose, 5% Elastane ","Hand wash,do not dry clean ",5.00,₪49.00
Purple ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪59.00
Black ,Casual ,Plain ,Tank ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,₪49.00
Chocolate Brown ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.80,₪39.00
Black ,Casual ,Plain ,Smock ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.92,₪79.00
Black ,Elegant ,Plain ,Cami ,Slight Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.88,₪49.00
Black ,Sexy ,Plain ,Cami ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",0,₪49.00
Black ,Casual ,Plain ,Tank ,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,0,₪69.00
Red ,Party ,Plain ,Fitted ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.88,₪59.00
Black ,Casual ,Plain ,Tee ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.85,₪69.00
Black ,Casual ,Plain ,A Line ,Slight Stretch ,PU Leather ,100% Polyester ,Hand wash or professional dry clean ,5.00,₪49.00
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Chiffon ,100% Polyester ,"Hand wash,do not dry clean ",5.00,₪149.00
Apricot ,Casual ,Plain ,Tee ,Medium Stretch ,Fabric ,"60% Polyester, 35% Viscose, 5% Elastane ","Hand wash,do not dry clean ",4.85,₪47.00
Dark Green ,"Modest, Boho ",Chevron ,Smock ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,₪69.00
Black and White ,Elegant ,Zebra Stripe ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.84,₪63.00
Lime Green ,Elegant ,Plain ,Fitted ,High Stretch ,Knitted Fabric ,"93% Rayon, 7% Spandex ",Machine wash or professional dry clean ,4.90,₪39.00
Multicolor ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.82,₪59.00
Burgundy ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.71,₪99.00
Pink ,Casual ,Plain ,Fitted ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,₪79.00
Teal Blue ,Casual ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",4.89,₪49.00
Dark Green ,Sexy ,Plain ,Cami ,Non-Stretch ,Fabric ,"92% Polyester, 8% Elastane ","Machine wash, do not dry clean ",4.88,₪89.00
Navy Blue ,Party ,Plain ,Cami ,Medium Stretch ,Satin ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.97,₪89.00
Chocolate Brown ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Mesh Fabric ,"94% Polyamide, 6% Elastane ",Machine wash or professional dry clean ,4.96,₪49.00
Black ,Elegant ,Plain ,A Line ,Medium Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.87,₪59.00
Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,"80% Rayon, 20% Polyamide ","Machine wash, do not dry clean ",4.84,₪89.00
Green ,Boho ,Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.96,₪69.00
Green ,Boho ,All Over Print ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.97,₪69.00
Burgundy ,Casual ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,₪79.00
Multicolor ,Casual ,Plaid ,A Line ,Medium Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.80,₪49.00
Black ,Elegant ,Colorblock ,Bodycon ,Slight Stretch ,Fabric ,"60% Viscose, 35% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.00,₪119.00
Blue ,Casual ,Plaid ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,₪69.00
White ,Casual ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪79.00
Black ,Elegant ,Plain ,Fitted ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.78,₪69.00
Light Grey ,Elegant ,Plain ,Fitted ,High Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.92,₪55.00
Apricot ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"94% Viscose, 6% Elastane ",Machine wash or professional dry clean ,4.93,₪49.00
Blue and White ,Boho ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,₪49.00
Multicolor ,"Modest, Boho ",Plants ,Tunic ,Slight Stretch ,Fabric ,"50% Cotton, 50% Polyester ",Machine wash or professional dry clean ,4.89,₪59.00
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.00,₪59.00
Yellow ,Sexy ,Plain ,A Line ,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0,₪89.00
Champagne ,Party ,Graphic ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",4.92,₪259.00
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0,₪129.00
Black ,Sexy ,Plain ,Cami ,High Stretch ,Fabric ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,4.83,₪29.00
Dark Green ,Elegant ,Plain ,Tunic ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.97,₪29.00
White ,Casual ,Geometric ,Tee ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪69.00
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.81,₪89.00
Black ,Elegant ,Plain ,A Line ,High Stretch ,PU Leather ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.93,₪49.00
Multicolor ,Elegant ,Geometric ,Fitted ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪39.00
Red ,Casual ,Plain ,Smock ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.70,₪49.00
Black ,Casual ,Plain ,Smock ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,5.00,₪59.00
Black ,Casual ,Plain ,Cami ,Slight Stretch ,Fabric ,"98% Polyester, 2% Elastane ",Hand wash or professional dry clean ,4.90,₪89.00
Multicolor ,Casual ,Plaid ,Shirt ,Non-Stretch ,Fabric ,"50% Cotton, 50% Polyester ",Machine wash or professional dry clean ,4.92,₪59.00
Navy Blue ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.96,₪59.00
Dark Green ,Party ,Plain ,Fitted ,Medium Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.94,₪219.00
Black ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"92% Rayon, 8% Spandex ","Hand wash,do not dry clean ",4.91,₪89.00
Silver ,Party ,Plain ,Bodycon ,Medium Stretch ,Sequins ,100% Polyester ,"Hand wash,do not dry clean ",4.86,₪219.00
Black ,Party ,Plain ,Bodycon ,Non-Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.90,₪169.00
Black ,Sexy ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪49.00
Black ,Casual ,Plain ,Smock ,Non-Stretch ,Chiffon ,100% Polyester ,"Hand wash,do not dry clean ",4.88,₪69.00
Brown ,Party ,Plain ,Fitted ,High Stretch ,Satin ,"84% Polyester, 16% Elastane ",Hand wash or professional dry clean ,4.96,₪159.00
Multicolor ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0,₪169.00
Black ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.82,₪39.00
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,4.74,₪69.00
Black ,Casual ,Plain ,Pinafore ,Slight Stretch ,PU Leather ,100% Polyester ,"Machine wash, do not dry clean ",4.70,₪69.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.94,₪49.00
Burgundy ,Elegant ,Plain ,Fitted ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.68,₪49.00
Navy Blue ,Elegant ,Plain ,A Line ,Slight Stretch ,Lace ,"94% Polyamide, 6% Elastane ","Hand wash,do not dry clean ",5.00,₪179.00
Dark Green ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.94,₪59.00
Green ,Casual ,Random Print ,A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",4.97,₪69.00
Mint Green ,Elegant ,Plain ,Shirt ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.94,₪139.00
Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.83,₪69.00
Black ,Casual ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.91,₪69.00
Black ,Elegant ,Letter ,A Line ,Medium Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.00,₪69.00
Dark Green ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",4.89,₪219.00
Rose Red ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",5.00,₪79.00
Mauve Purple ,Casual ,Letter ,A Line ,High Stretch ,Knitted Fabric ,"97% Polyester, 3% Spandex ","Machine wash, do not dry clean ",4.92,₪63.00
Brown ,Boho ,Leopard Print ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.76,₪79.00
Black ,Elegant ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.86,₪99.00
Champagne ,Party ,Plain ,Fit and Flare ,Non-Stretch ,Woven Fabric ,"78% Viscose, 22% Polyamide ",Machine wash or professional dry clean ,0,₪69.00
Baby Blue ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.92,₪59.00
Dark Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.92,₪79.00
Multicolor ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.90,₪79.00
Black ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",0,₪249.00
Dark Green ,Casual ,Colorblock ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.54,₪59.00
Beige ,Casual ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.73,₪69.00
Multicolor ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.88,₪59.00
Black and White ,Casual ,All Over Print ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",5.00,₪59.00
Olive Green ,Party ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Do not wash ,5.00,₪99.00
Maroon ,Party ,Floral ,Bodycon ,Slight Stretch ,Flannelette ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",5.00,₪69.00
Black ,Party ,Plain ,A Line ,Slight Stretch ,Chiffon ,"61% Polyester, 37% Polyamide, 2% Spandex ","Hand wash,do not dry clean ",4.93,₪179.00
White ,Sexy ,Plain ,A Line ,Slight Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,₪47.00
