Color:,Style:,Pattern Type:,Type:,Fabric:,Material:,Composition:,Care Instructions:,rating,price
Royal Blue ,Elegant ,Plain ,Fitted ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.95,₪89.00
Dark Green ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0,₪169.00
Black and White ,Elegant ,Houndstooth ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.65,₪99.00
Black ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.92,₪89.00
Black and White ,Elegant ,Plaid ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",5.00,₪99.00
Red Violet ,Casual ,Plain ,Fitted ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,₪89.00
Black ,Party ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"82% Polyamide, 18% Elastane ",Machine wash or professional dry clean ,4.96,₪79.00
Black ,Sexy ,Plain ,Tee ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.92,₪39.00
Brown ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,₪89.00
Black ,Elegant ,Plain ,Fitted ,Medium Stretch ,Fabric ,"90% Polyester, 10% Elastane ","Hand wash,do not dry clean ",4.75,₪109.00
Black ,Elegant ,Floral ,Bodycon ,Non-Stretch ,Knitted Fabric ,"57% Viscose, 38% Polyamide, 5% Elastane ",Machine wash or professional dry clean ,4.93,₪89.00
Royal Blue ,Party ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.00,₪99.00
Blue ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,5.00,₪99.00
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪89.00
Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Dark Green ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,5.00,₪89.00
Dark Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Viscose ,Machine wash or professional dry clean ,4.93,₪79.00
Champagne ,Party ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.92,₪99.00
Black ,Party ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,"80% Viscose, 20% Polyester ",Machine wash or professional dry clean ,4.85,₪89.00
Black ,Elegant ,Colorblock ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.92,₪99.00
Mint Green ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",5.00,₪79.00
Black ,Casual ,"Heart, All Over Print ",A Line ,Slight Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪59.00
Black ,Party ,Plain ,Bodycon ,Slight Stretch ,PU Leather ,100% Polyester ,Machine wash or professional dry clean ,4.93,₪69.00
Black ,Cute ,Plain ,Smock ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,₪69.00
Black ,Party ,Plain ,Cami ,Non-Stretch ,Woven Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.92,₪99.00
Apricot ,Casual ,Colorblock ,A Line ,High Stretch ,Knitted Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.59,₪59.00
White ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.93,₪99.00
Mustard Yellow ,Boho ,"Floral, Tribal ",A Line ,Non-Stretch ,Woven Fabric ,100% Viscose ,"Hand wash,do not dry clean ",4.85,₪89.00
Multicolor ,Casual ,Leopard Print ,Shirt ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.95,₪79.00
White ,Sexy ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪89.00
Black ,Elegant ,Plain ,Fitted ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.91,₪89.00
Teal Blue ,Elegant ,Plain ,Fitted ,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.43,₪79.00
Grey ,Casual ,Plaid ,Fitted ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪79.00
Mint Green ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,₪69.00
Green ,Boho ,Paisley ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪29.00
Blue ,Elegant ,Plain ,Fitted ,Slight Stretch ,Satin ,"98% Polyester, 2% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Purple ,Elegant ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,4.91,₪99.00
White ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,₪89.00
Black ,Casual ,Plain ,A Line ,High Stretch ,Fabric ,"67% Polyester, 29% Viscose, 4% Spandex ",Machine wash or professional dry clean ,4.92,₪59.00
Blue ,Elegant ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,₪69.00
White ,Elegant ,Floral ,Tunic ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.90,₪89.00
Royal Blue ,Party ,Plain ,Fitted ,Slight Stretch ,Sequins ,100% Polyester ,"Hand wash,do not dry clean ",5.00,₪249.00
Black and White ,Elegant ,Houndstooth ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.93,₪99.00
Navy Blue ,Casual ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,₪49.00
Multicolor ,Vintage ,Floral ,Fit and Flare ,Slight Stretch ,Fabric ,"85% Polyester, 15% Metallized Fibres ",Machine wash or professional dry clean ,4.84,₪99.00
Multicolor ,Boho ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.87,₪59.00
Navy Blue ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,₪79.00
Multicolor ,Party ,Floral ,Fitted ,Non-Stretch ,Lace ,100% Polyester ,Hand wash or professional dry clean ,4.91,₪89.00
Navy Blue ,Party ,Colorblock ,A Line ,Slight Stretch ,Sequins ,100% Polyester ,"Hand wash,do not dry clean ",5.00,₪259.00
Hot Pink ,Party ,Plain ,Fitted ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Apricot ,Casual ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.00,₪59.00
Apricot ,Casual ,Plain ,A Line ,High Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.79,₪49.00
Black and White ,Casual ,Gingham ,Smock ,Non-Stretch ,Fabric ,"76% Polyester, 20% Cotton, 4% Viscose ",Machine wash or professional dry clean ,4.90,₪49.00
Grey ,Casual ,Plain ,Fitted ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.90,₪49.00
Royal Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Red ,Sexy ,Plain ,Cami ,Slight Stretch ,Fabric ,"91% Polyester, 9% Spandex ",Machine wash or professional dry clean ,4.91,₪39.00
Black ,Sexy ,Plain ,Fitted ,High Stretch ,Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.91,₪49.00
White ,Party ,Plain ,Tunic ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.92,₪109.00
Black ,Casual ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",4.87,₪59.00
Green ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.83,₪69.00
Red ,Party ,Plain ,Bodycon ,High Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.94,₪49.00
Coffee Brown ,Elegant ,Plain ,Cami ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Machine wash, do not dry clean ",4.77,₪49.00
Black ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.91,₪49.00
Apricot ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"60% Polyester, 35% Viscose, 5% Elastane ",Machine wash or professional dry clean ,4.86,₪49.00
Black ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.80,₪49.00
Mint Green ,Boho ,Ditsy Floral ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.92,₪59.00
Multicolor ,Boho ,Floral ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,₪49.00
Green ,Casual ,Plain ,Tee ,Medium Stretch ,Fabric ,"93.5% Polyester, 6.5% Elastane ",Hand wash or professional dry clean ,4.94,₪49.00
Green ,Boho ,"Floral, All Over Print ",Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,₪49.00
Mint Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,₪99.00
Apricot ,Elegant ,"Floral, Plants ",A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.88,₪59.00
Royal Blue ,Casual ,Plain ,Tunic ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,₪39.00
Dark Green ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,100% Cashmere ,"Machine wash, do not dry clean ",4.96,₪49.00
Multicolor ,Boho ,"Floral, Polka Dot ",A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.40,₪49.00
Blue ,Boho ,Ditsy Floral ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.74,₪39.00
Beige ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"65% Rayon, 30% Polyamide, 5% Elastane ","Hand wash,do not dry clean ",4.99,₪89.00
Lilac Purple ,Casual ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.77,₪33.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.89,₪39.00
Black ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"93% Viscose, 7% Elastane ",Machine wash or professional dry clean ,4.84,₪49.00
Baby Pink ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪209.00
Rusty Rose ,Casual ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.92,₪79.00
Black ,Elegant ,Colorblock ,Fitted ,Medium Stretch ,Fabric ,"95% Polyamide, 5% Elastane ",Machine wash or professional dry clean ,4.89,₪69.00
Black ,Casual ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"93% Viscose, 7% Elastane ",Machine wash or professional dry clean ,5.00,₪59.00
Black ,Party ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"79% Polyester, 13% Metallized Fibres, 8% Elastane ","Hand wash,do not dry clean ",4.87,₪49.00
Khaki ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,"75% Polyester, 19% Viscose, 6% Elastane ","Hand wash,do not dry clean ",4.94,₪89.00
Black ,Casual ,Plain ,A Line ,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",0,₪39.00
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.86,₪59.00
Burgundy ,Elegant ,Plain ,A Line ,Medium Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.93,₪69.00
Black ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪79.00
Multicolor ,Boho ,Striped ,Smock ,Non-Stretch ,Fabric ,"50% Cotton, 45% Viscose, 5% Linen ",Machine wash or professional dry clean ,4.75,₪69.00
Black ,Party ,Plain ,Fitted ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪109.00
White ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,₪79.00
Dusty Blue ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.84,₪49.00
Apricot ,Casual ,Plain ,A Line ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.67,₪59.00
Multicolor ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,₪59.00
Hot Pink ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,₪69.00
Navy Blue ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪39.00
Black ,Elegant ,Plain ,Fit and Flare ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,₪59.00
Black ,Casual ,Plain ,Tunic ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪49.00
Dark Green ,Party ,Plain ,Bodycon ,Slight Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.99,₪69.00
Black and White ,Elegant ,Graphic ,Fitted ,Slight Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.78,₪69.00
Apricot ,Casual ,Plain ,A Line ,High Stretch ,Fabric ,"60% Polyester, 35% Rayon, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪59.00
Apricot ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Dark Green ,Party ,Plain ,Cami ,Slight Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,₪19.00
Dark Grey ,Casual ,Plain ,A Line ,Slight Stretch ,Knitted Fabric ,"49% Viscose, 32% Polyester, 19% Polyamide ",Machine wash or professional dry clean ,4.93,₪79.00
Khaki ,Casual ,Slogan ,Tee ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,₪69.00
Black ,Boho ,Polka Dot ,A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Black ,Elegant ,Colorblock ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,2.00,₪59.00
Black ,Elegant ,Plain ,A Line ,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.68,₪69.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,4.86,₪59.00
Multicolor ,Cute ,Floral ,Smock ,Slight Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.96,₪169.00
Multicolor ,Modest ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,"97% Polyester, 3% Spandex ",Machine wash or professional dry clean ,4.92,₪55.00
White ,Casual ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",5.00,₪79.00
Khaki ,Casual ,Plain ,A Line ,High Stretch ,Fabric ,"92% Polyester, 8% Spandex ",Machine wash or professional dry clean ,4.90,₪31.03
Black and White ,Casual ,Geometric ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.72,₪39.00
Black ,Party ,Plain ,A Line ,Slight Stretch ,Flannelette ,100% Polyester ,"Machine wash, do not dry clean ",4.88,₪63.00
Black ,Sexy ,Plain ,Fitted ,High Stretch ,Fabric ,"93% Polyester, 7% Elastane ","Machine wash, do not dry clean ",4.95,₪59.00
Black and White ,Casual ,Colorblock ,Tunic ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.88,₪59.00
Hot Pink ,Casual ,Plain ,Tee ,Slight Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,₪59.00
Apricot ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"93% Viscose, 7% Elastane ",Hand wash or professional dry clean ,4.53,₪59.00
Black ,Casual ,Plain ,Tunic ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",5.00,₪69.00
Multicolor ,Casual ,Leopard Print ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,₪59.00
Black ,Party ,Plain ,Fitted ,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Machine wash, do not dry clean ",4.93,₪59.00
Black ,Casual ,Plain ,Cami ,Non-Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Navy Blue ,Party ,Plain ,Cami ,Non-Stretch ,Mesh Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.85,₪139.00
Green ,Party ,Plain ,Cami ,Slight Stretch ,Fabric ,"83% Polyester, 12% Metallized Fibres, 5% Elastane ","Hand wash,do not dry clean ",4.90,₪29.00
Green ,Elegant ,Plain ,A Line ,Slight Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,3.00,₪69.00
Black ,Casual ,Plain ,Cami ,High Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ","Machine wash, do not dry clean ",0,₪29.00
Baby Pink ,Boho ,Plain ,Fit and Flare ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.90,₪59.00
Khaki ,Elegant ,Plain ,Shirt ,Slight Stretch ,Satin ,"98% Polyester, 2% Elastane ",Hand wash or professional dry clean ,5.00,₪89.00
Multicolor ,Elegant ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",5.00,₪79.00
Multicolor ,Elegant ,All Over Print ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪59.00
Army Green ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Rayon ,Machine wash or professional dry clean ,4.77,₪59.00
Violet Purple ,Sexy ,Plain ,Cami ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,₪59.00
White ,Elegant ,Plain ,Shirt ,Medium Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.80,₪69.00
Hot Pink ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Flannelette ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.70,₪59.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,1.00,₪59.00
Beige ,Boho ,Tribal ,A Line ,Non-Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.93,₪109.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"99% Polyester, 1% Elastane ",Machine wash or professional dry clean ,4.95,₪69.00
Purple ,Casual ,Plain ,A Line ,Slight Stretch ,Fabric ,"83% Polyester, 14% Viscose, 3% Elastane ",Hand wash or professional dry clean ,4.47,₪49.00
Multicolor ,Elegant ,All Over Print ,Bodycon ,Non-Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.94,₪59.00
Khaki ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪99.00
Beige ,Casual ,Plain ,Tank ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.56,₪59.00
Apricot ,Casual ,Plain ,A Line ,High Stretch ,Fabric ,"60% Polyester, 35% Viscose, 5% Spandex ",Machine wash or professional dry clean ,4.83,₪49.00
Baby Blue ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.84,₪59.00
Multicolor ,Party ,Tribal ,A Line ,Slight Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.96,₪99.00
Multicolor ,Casual ,Leopard Print ,Smock ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.86,₪59.00
Dark Grey ,Casual ,Plain ,Tee ,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.88,₪49.00
Multicolor ,Casual ,Colorblock ,Tee ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",4.89,₪49.00
White ,Casual ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Multicolor ,Casual ,Tartan ,Tunic ,Non-Stretch ,Fabric ,"65% Polyester, 32% Cotton, 3% Viscose ",Machine wash or professional dry clean ,4.91,₪59.00
Black ,Casual ,Plain ,A Line ,High Stretch ,PU Leather ,100% Polyester ,Hand wash or professional dry clean ,0,₪69.00
Dark Green ,Party ,Plain ,Fitted ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,₪59.00
Multicolor ,Casual ,Colorblock ,Smock ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",5.00,₪139.00
Beige ,Sexy ,Plain ,Cami ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪59.00
Black ,Elegant ,Plain ,A Line ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,0,₪69.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",4.94,₪59.00
Black and White ,Casual ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪49.00
Apricot ,Casual ,Plain ,A Line ,High Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.79,₪49.00
Apricot ,Casual ,Plain ,Pinafore ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.83,₪49.00
Black ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"81.4% Polyester, 16.6% Viscose, 2% Elastane ","Hand wash,do not dry clean ",4.89,₪59.00
Mauve Purple ,Party ,Plain ,Bodycon ,Slight Stretch ,Metallic ,100% Polyester ,"Hand wash,do not dry clean ",4.83,₪59.00
Khaki ,Elegant ,Polka Dot ,Fitted ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,₪59.00
Black ,Sexy ,Plain ,Cami ,Slight Stretch ,PU Leather ,"90% Polyester, 10% Elastane ","Machine wash, do not dry clean ",4.44,₪39.00
Red ,Sexy ,Plain ,Cami ,Slight Stretch ,Mesh Fabric ,"94% Polyamide, 6% Elastane ","Hand wash,do not dry clean ",4.93,₪39.00
Green ,Casual ,Plain ,Tunic ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,₪39.00
Black ,Casual ,Plain ,Smock ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.83,₪49.00
Burgundy ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪59.00
Multicolor ,Casual ,"Striped, Colorblock ",Tee ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",4.93,₪49.00
White ,Boho ,Floral ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,₪59.00
Olive Green ,Party ,Plain ,Fitted ,Slight Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.93,₪49.00
Multicolor ,Casual ,"Heart, All Over Print ",A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Red ,Elegant ,Plain ,Cami ,Slight Stretch ,Knitted Fabric ,"94% Polyamide, 6% Elastane ",Machine wash or professional dry clean ,4.90,₪49.00
Grey ,Casual ,Plain ,Tee ,Slight Stretch ,Knitted Fabric ,"66% Polyester, 33% Viscose, 1% Elastane ",Machine wash or professional dry clean ,5.00,₪59.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪49.00
Pink ,Casual ,Plaid ,Pinafore ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.88,₪49.00
Mint Green ,Boho ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪89.00
Green ,Boho ,Ditsy Floral ,Cami ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.86,₪39.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"84% Polyester, 8% Elastane, 8% Metallized Fibres ",Machine wash or professional dry clean ,4.97,₪69.00
Purple ,Party ,Plain ,A Line ,High Stretch ,Fabric ,"92% Polyester, 8% Elastane ","Hand wash,do not dry clean ",4.90,₪109.00
Black ,Elegant ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.85,₪59.00
Burnt Orange ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Lace ,"90% Polyamide, 10% Elastane ","Hand wash,do not dry clean ",4.98,₪139.00
Black and White ,Party ,Colorblock ,Bodycon ,Medium Stretch ,Fabric ,"97% Polyester, 3% Spandex ","Machine wash, do not dry clean ",4.93,₪59.00
