Color,Style,Pattern Type,Type,Fabric,Material,Care Instructions,rating,price,category,Polyester,Elastane,Viscose,Spandex,Cotton,Metallized Fibres,Polyamide,Rayon,Silk,Nylon,Cashmere,Linen,Polyurethane
Light Grey ,Casual ,Letter ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.92,39.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,29.0,shirts,53.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,19.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,39.0,shirts,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee Brown ,Casual ,Letter ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,39.0,shirts,68.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Hand wash or professional dry clean ,4.8,39.0,shirts,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Cartoon ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.93,19.0,shirts,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Graphic ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.92,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Grey ,Casual ,Letter ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Sexy ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.96,19.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Casual ,Letter ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.97,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silver ,Party ,Plain ,top,Non-Stretch ,Metallic ,"Hand wash,do not dry clean ",4.92,19.0,shirts,67.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,29.0,shirts,0.0,8.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Letter ,top,Slight Stretch ,Flannelette ,Machine wash or professional dry clean ,4.89,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Non-Stretch ,Knitted Fabric ,"Machine wash, do not dry clean ",4.86,29.0,shirts,67.5,0.0,0.0,4.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0
Blue ,Elegant ,All Over Print ,top,Non-Stretch ,Satin ,Machine wash or professional dry clean ,4.9,59.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Floral ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,309.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Geometric ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.93,29.0,shirts,65.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Non-Stretch ,Chiffon ,Machine wash or professional dry clean ,4.92,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light Grey ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.76,49.0,shirts,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,"Letter, Striped ",top,Slight Stretch ,Knitted Fabric ,"Machine wash, do not dry clean ",4.95,49.0,shirts,62.0,4.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.9,29.0,shirts,0.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,49.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mocha Brown ,Casual ,Slogan ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light Grey ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.83,29.0,shirts,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Casual ,"Butterfly, Colorblock ",top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.79,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Graphic ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.94,29.0,shirts,65.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Floral ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.93,19.0,shirts,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.96,19.0,shirts,93.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baby Blue ,Boho ,Ditsy Floral ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"Hand wash,do not dry clean ",4.88,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,top,Non-Stretch ,Chiffon ,Hand wash or professional dry clean ,4.85,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.9,9.0,shirts,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Colorblock ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Sexy ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,29.0,shirts,0.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.85,29.0,shirts,0.0,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.8,9.0,shirts,62.0,4.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Casual ,Geometric ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.87,19.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Casual ,Striped ,top,Medium Stretch ,Fabric ,"Hand wash,do not dry clean ",4.88,29.0,shirts,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rust Brown ,Casual ,Tribal ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,29.0,shirts,62.0,4.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,"Geometric, Colorblock ",top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.92,29.0,shirts,93.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,All Over Print ,top,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.9,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,Slight Stretch ,Woven Fabric ,"Machine wash, do not dry clean ",4.91,19.0,shirts,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,"Floral, All Over Print ",top,Slight Stretch ,Mesh Fabric ,Machine wash or professional dry clean ,4.89,29.0,shirts,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"Hand wash,do not dry clean ",4.92,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,High Stretch ,Knitted Fabric ,"Hand wash,do not dry clean ",4.88,29.0,shirts,61.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,39.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.92,29.0,shirts,60.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light Grey ,Casual ,Colorblock ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.86,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chocolate Brown ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.81,29.0,shirts,62.0,4.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grey ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Hand wash or professional dry clean ,4.89,29.0,shirts,65.0,3.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
Red ,Casual ,Butterfly ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.83,29.0,shirts,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.92,19.0,shirts,35.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,39.0,shirts,67.6,2.8,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.95,19.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Grey ,Casual ,"Letter, Car ",top,Non-Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.92,39.0,shirts,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Purple ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.93,29.0,shirts,72.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Pink ,Casual ,Polka Dot ,top,Non-Stretch ,Woven Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olive Green ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,49.0,shirts,0.0,4.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Corduroy ,Machine wash or professional dry clean ,4.9,59.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,19.0,shirts,62.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mint Blue ,Casual ,Striped ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.85,39.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,39.0,shirts,62.0,4.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beige ,Casual ,Slogan ,top,Slight Stretch ,Flannelette ,Machine wash or professional dry clean ,4.92,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Elegant ,All Over Print ,top,Non-Stretch ,Woven Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",3.0,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Sexy ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silver ,Sexy ,Plain ,top,Slight Stretch ,Knitted Fabric ,"Hand wash,do not dry clean ",5.0,19.0,shirts,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Hand wash or professional dry clean ,4.91,39.0,shirts,80.2,4.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,29.0,shirts,85.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Pink ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.95,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.86,39.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.92,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,69.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,Slight Stretch ,Fabric ,Hand wash or professional dry clean ,4.87,23.0,shirts,93.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.77,19.0,shirts,91.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,Non-Stretch ,Fabric ,"Machine wash, do not dry clean ",5.0,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,69.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Pink ,Casual ,Plain ,top,High Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.84,29.0,shirts,82.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,39.0,shirts,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,High Stretch ,Flannelette ,"Machine wash, do not dry clean ",4.93,49.0,shirts,90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.98,19.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lilac Purple ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.91,19.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Colorblock ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.9,49.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Purple ,Elegant ,Plain ,top,Slight Stretch ,Fabric ,"Machine wash, do not dry clean ",0.0,59.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yellow ,Party ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.95,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Pink ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Hand wash or professional dry clean ,0.0,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beige ,Elegant ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.97,79.0,shirts,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,5.0,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grey ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.95,29.0,shirts,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light Grey ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,29.0,shirts,67.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Casual ,Plain ,top,Slight Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.98,39.0,shirts,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"Machine wash, do not dry clean ",4.89,59.0,shirts,62.7,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,29.0,shirts,0.0,7.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.87,31.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Casual ,All Over Print ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Grey ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,89.0,shirts,72.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,29.0,shirts,0.0,8.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Pink ,Casual ,All Over Print ,top,Non-Stretch ,Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",4.94,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,"Butterfly, Slogan ",top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,5.0,49.0,shirts,62.0,5.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Elegant ,All Over Print ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Elegant ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,39.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pink ,Sexy ,Plain ,top,Non-Stretch ,Knitted Fabric ,Hand wash or professional dry clean ,5.0,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.86,23.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Colorblock ,top,High Stretch ,Fabric ,Hand wash or professional dry clean ,4.91,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Cartoon ,top,Slight Stretch ,Fabric ,Hand wash or professional dry clean ,4.64,29.0,shirts,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Casual ,Striped ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.98,49.0,shirts,22.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.86,29.0,shirts,62.0,4.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burgundy ,Elegant ,Plain ,top,Non-Stretch ,Flannelette ,Machine wash or professional dry clean ,4.91,69.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Non-Stretch ,Fabric ,"Machine wash, do not dry clean ",4.75,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Casual ,"Heart, All Over Print ",top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.96,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.43,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.55,19.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Hand wash or professional dry clean ,4.92,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,79.0,shirts,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
