Color,Style,Pattern Type,Type,Fabric,Material,Care Instructions,rating,price,category,Polyester,Elastane,Viscose,Spandex,Cotton,Metallized Fibres,Polyamide,Rayon,Silk,Nylon,Cashmere,Linen,Polyurethane
Beige ,Elegant ,Plain ,top,Medium Stretch ,Fabric ,Hand wash or professional dry clean ,4.89,29.0,shirts,93.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Sexy ,Graphic ,top,High Stretch ,Mesh Fabric ,Machine wash or professional dry clean ,0.0,19.0,shirts,93.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.87,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lilac Purple ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.93,29.0,shirts,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Colorblock ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.95,29.0,shirts,0.0,4.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.88,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light Grey ,Casual ,"Letter, Cartoon ",top,Slight Stretch ,Fabric ,"Machine wash, do not dry clean ",4.94,19.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,"Heart, Leopard Print ",top,Non-Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.77,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light Grey ,Casual ,Plain ,top,Medium Stretch ,Rib knit ,Machine wash or professional dry clean ,0.0,49.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Flannelette ,"Machine wash, do not dry clean ",4.95,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,Paisley ,top,Non-Stretch ,Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",4.95,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Pink ,Party ,Plain ,top,Slight Stretch ,Sequins ,"Hand wash,do not dry clean ",4.81,39.0,shirts,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Leopard Print ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.92,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauve Purple ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,29.0,shirts,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Sexy ,Plain ,top,Slight Stretch ,Fabric ,Hand wash or professional dry clean ,4.92,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Cute ,Gingham ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,29.0,shirts,83.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maroon ,Elegant ,Plain ,top,Slight Stretch ,Satin ,Machine wash or professional dry clean ,4.71,19.0,shirts,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Pink ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,5.0,59.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Sexy ,Plain ,top,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,19.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Blue ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mint Green ,Elegant ,Plain ,top,Non-Stretch ,Fabric ,Hand wash or professional dry clean ,5.0,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Casual ,"Letter, Butterfly ",top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.93,31.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burgundy ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,49.0,shirts,66.0,6.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
Army Green ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.93,29.0,shirts,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.92,29.0,shirts,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pink ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,69.0,shirts,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baby Pink ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,19.0,shirts,66.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,2.0,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Cartoon ,top,Medium Stretch ,Fabric ,Hand wash or professional dry clean ,4.91,29.0,shirts,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.95,19.0,shirts,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,"Hand wash,do not dry clean ",0.0,49.0,shirts,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Floral ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,19.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rust Brown ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,5.0,9.0,shirts,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.81,29.0,shirts,67.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.92,29.0,shirts,0.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Slight Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.84,39.0,shirts,60.0,0.0,0.0,35.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Blue and White ,Casual ,Striped ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,39.0,shirts,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Non-Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.58,19.0,shirts,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grey ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.81,59.0,shirts,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Medium Stretch ,Fabric ,"Machine wash, do not dry clean ",0.0,39.0,shirts,0.0,6.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.93,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Hand wash or professional dry clean ,4.79,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.84,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light Grey ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"Machine wash, do not dry clean ",4.92,49.0,shirts,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Colorblock ,top,Non-Stretch ,Fabric ,"Hand wash,do not dry clean ",4.95,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grey ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,"Machine wash, do not dry clean ",0.0,39.0,shirts,0.0,9.5,45.5,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Army Green ,Casual ,Letter ,top,Medium Stretch ,Fabric ,Hand wash or professional dry clean ,4.96,29.0,shirts,67.5,4.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Letter ,top,Slight Stretch ,Fabric ,Hand wash or professional dry clean ,4.94,39.0,shirts,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,top,Non-Stretch ,Chiffon ,Machine wash or professional dry clean ,4.88,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lime Green ,Boho ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.96,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.76,19.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Party ,Heart ,top,Medium Stretch ,Rib knit ,"Hand wash,do not dry clean ",5.0,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Pink ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.86,19.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Medium Stretch ,Fabric ,"Machine wash, do not dry clean ",4.92,39.0,shirts,60.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,All Over Print ,top,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.8,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.95,19.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,"Striped, Halloween ",top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.92,39.0,shirts,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Casual ,Heart ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.98,29.0,shirts,70.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.67,9.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Blue ,Casual ,Letter ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.95,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.7,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.81,39.0,shirts,0.0,0.0,80.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Sexy ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Purple ,Party ,Plain ,top,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.92,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,Medium Stretch ,Knitted Fabric ,"Hand wash,do not dry clean ",0.0,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,23.0,shirts,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Elegant ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.97,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.96,19.0,shirts,64.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Casual ,Colorblock ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.9,29.0,shirts,67.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,5.0,29.0,shirts,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baby Pink ,Casual ,Heart ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.95,29.0,shirts,40.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,19.0,shirts,0.0,9.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maroon ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.92,29.0,shirts,65.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,59.0,shirts,65.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Blue ,Elegant ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,39.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,High Stretch ,Fabric ,"Hand wash,do not dry clean ",4.9,29.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Letter ,top,Slight Stretch ,Fabric ,Hand wash or professional dry clean ,4.93,39.0,shirts,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Casual ,All Over Print ,top,Non-Stretch ,Woven Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",4.87,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,top,Slight Stretch ,Fabric ,"Hand wash,do not dry clean ",0.0,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teal Blue ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mint Green ,Casual ,Plain ,top,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,39.0,shirts,65.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Blue ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,Hand wash or professional dry clean ,4.86,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,79.0,shirts,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beige ,Casual ,Plain ,top,High Stretch ,Fabric ,"Hand wash,do not dry clean ",4.91,29.0,shirts,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.85,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grey ,Casual ,Plain ,top,Medium Stretch ,Rib knit ,Machine wash or professional dry clean ,4.58,29.0,shirts,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Pink ,Casual ,Colorblock ,top,Medium Stretch ,Fabric ,Hand wash or professional dry clean ,0.0,29.0,shirts,83.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Party ,Plain ,top,Slight Stretch ,Woven Fabric ,"Hand wash,do not dry clean ",4.94,39.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red ,Elegant ,Heart ,top,Non-Stretch ,Woven Fabric ,"Machine wash, do not dry clean ",5.0,49.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,39.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Colorblock ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.91,29.0,shirts,65.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,Slight Stretch ,Mesh Fabric ,Machine wash or professional dry clean ,4.96,19.0,shirts,0.0,6.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Colorblock ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.85,19.0,shirts,0.0,6.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lime Green ,Casual ,"Floral, Slogan ",top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.77,19.0,shirts,62.0,4.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Party ,Plain ,top,Medium Stretch ,Knitted Fabric ,"Hand wash,do not dry clean ",4.92,49.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red ,Casual ,Striped ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.86,19.0,shirts,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Cartoon ,top,Slight Stretch ,Fabric ,"Machine wash, do not dry clean ",4.97,29.0,shirts,40.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Casual ,"Letter, Colorblock ",top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.76,59.0,shirts,62.0,0.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teal Blue ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,19.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mint Green ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.87,19.0,shirts,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,19.0,shirts,0.0,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lime Green ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.88,29.0,shirts,0.0,7.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Grey ,Casual ,Geometric ,top,High Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.95,29.0,shirts,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Redwood ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,59.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beige ,Casual ,Plain ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,59.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Casual ,Colorblock ,top,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.85,49.0,shirts,70.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,top,High Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.9,29.0,shirts,88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.97,29.0,shirts,0.0,6.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,Tribal ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.75,49.0,shirts,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,High Stretch ,Fabric ,"Hand wash,do not dry clean ",4.94,19.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grey ,Sexy ,Plain ,top,High Stretch ,Mesh Fabric ,Machine wash or professional dry clean ,4.87,19.0,shirts,0.0,0.0,0.0,0.0,0.0,35.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Graphic ,top,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.92,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,79.0,shirts,60.0,0.0,0.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beige ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.33,29.0,shirts,0.0,7.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Sexy ,Plain ,top,High Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.93,19.0,shirts,91.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Party ,Plain ,top,Non-Stretch ,PU Leather ,Machine wash or professional dry clean ,4.92,29.0,shirts,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,top,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,19.0,shirts,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
